customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05368,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),87.32,1838.8,No
CUST-05369,Female,0,No,No,31,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,105.96,3280.59,No
CUST-05370,Male,1,Yes,No,70,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,No,Electronic check,21.0,1468.12,No
CUST-05371,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),95.8,4113.06,No
CUST-05372,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.86,1027.06,Yes
CUST-05373,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,86.86,4259.21,No
CUST-05374,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,88.68,5854.02,No
CUST-05375,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,108.91,1740.85,Yes
CUST-05376,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,41.08,283.1,Yes
CUST-05377,Male,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),83.89,2352.17,No
CUST-05378,Male,0,No,No,45,Yes,No,No,No ,No ,No ,No ,No ,No ,One year,No,Credit card (automatic),21.77,971.8,No
CUST-05379,Male,0,No,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.36,238.55,No
CUST-05380,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.74,481.63,Yes
CUST-05381,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),36.45,1274.0,Yes
CUST-05382,Female,0,No,No,30,Yes,No,No,No ,No ,No ,No ,No ,No ,One year,Yes,Bank transfer (automatic),29.64,884.94,No
CUST-05383,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.29,764.84,No
CUST-05384,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,118.05,8498.86,No
CUST-05385,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.82,2124.16,No
CUST-05386,Female,0,No,No,24,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.19,2358.4,No
CUST-05387,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.02,790.98,No
CUST-05388,Female,0,Yes,No,18,Yes,Yes,No,No ,No ,No ,No ,No ,No ,One year,No,Electronic check,31.82,578.83,No
CUST-05389,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.76,755.8,Yes
CUST-05390,Female,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,83.08,1835.47,No
CUST-05391,Male,0,No,Yes,17,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.79,1464.1,Yes
CUST-05392,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),117.29,711.07,Yes
CUST-05393,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,73.66,1619.22,No
CUST-05394,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.85,105.99,Yes
CUST-05395,Female,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.17,1719.43,No
CUST-05396,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,360.3,No
CUST-05397,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,1151.63,No
CUST-05398,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),77.49,1470.35,No
CUST-05399,Female,1,Yes,Yes,42,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),57.03,2392.25,No
CUST-05400,Female,0,No,No,49,Yes,Yes,No,No ,No ,No ,No ,No ,No ,One year,Yes,Bank transfer (automatic),28.85,1404.18,No
CUST-05401,Female,1,Yes,Yes,11,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Credit card (automatic),25.88,289.0,Yes
CUST-05402,Female,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),47.22,565.07,Yes
CUST-05403,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,111.2,883.83,Yes
CUST-05404,Female,0,Yes,No,6,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Bank transfer (automatic),26.91,165.86,Yes
CUST-05405,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.97,649.23,Yes
CUST-05406,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,73.63,4495.7,No
CUST-05407,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.02,1976.93,No
CUST-05408,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.3,3140.84,No
CUST-05409,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),113.64,5344.43,No
CUST-05410,Female,0,Yes,Yes,7,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Mailed check,33.37,238.18,No
CUST-05411,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,104.46,1144.96,No
CUST-05412,Male,0,Yes,No,17,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Electronic check,29.04,493.52,No
CUST-05413,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.37,3351.44,No
CUST-05414,Female,0,No,Yes,29,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,No,Credit card (automatic),37.45,1091.3,No
CUST-05415,Male,0,Yes,No,20,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.97,1465.57,No
CUST-05416,Male,1,No,No,8,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Electronic check,29.36,233.63,Yes
CUST-05417,Male,0,No,No,20,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Electronic check,29.19,580.88,No
CUST-05418,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),82.89,418.4,Yes
CUST-05419,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),85.52,3503.81,No
CUST-05420,Female,0,No,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.17,1514.17,Yes
CUST-05421,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),113.34,348.46,Yes
CUST-05422,Female,0,No,No,24,Yes,No,No,No ,No ,No ,No ,No ,No ,One year,No,Bank transfer (automatic),28.53,676.82,No
CUST-05423,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.72,2271.67,No
CUST-05424,Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.09,220.4,Yes
CUST-05425,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.65,1802.4,Yes
CUST-05426,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,94.14,3391.6,Yes
CUST-05427,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,120.0,8636.61,No
CUST-05428,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),44.01,1402.24,No
CUST-05429,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),70.07,2865.08,No
CUST-05430,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,85.56,2656.99,No
CUST-05431,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.0,3243.52,No
CUST-05432,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.27,1079.53,No
CUST-05433,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,478.16,Yes
CUST-05434,Female,0,No,No,19,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.97,1080.33,No
CUST-05435,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.39,764.61,No
CUST-05436,Female,1,No,No,36,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,No,Electronic check,22.96,830.11,Yes
CUST-05437,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,95.72,2010.59,No
CUST-05438,Male,1,No,Yes,40,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),56.74,2270.11,No
CUST-05439,Male,1,Yes,No,24,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Bank transfer (automatic),35.26,847.93,No
CUST-05440,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.46,2080.15,No
CUST-05441,Female,0,No,No,42,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),75.36,3158.94,Yes
CUST-05442,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),105.75,2433.74,Yes
CUST-05443,Female,1,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.45,1640.61,No
CUST-05444,Female,0,No,No,22,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.9,568.31,Yes
CUST-05445,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,50.46,3526.09,No
CUST-05446,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.88,860.72,Yes
CUST-05447,Female,1,Yes,Yes,69,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),47.35,3275.16,No
CUST-05448,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.22,128.32,Yes
CUST-05449,Male,0,No,No,21,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Bank transfer (automatic),30.78,650.17,No
CUST-05450,Male,0,Yes,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,56.38,2590.91,No
CUST-05451,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.9,156.61,No
CUST-05452,Female,1,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.33,1382.69,Yes
CUST-05453,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),55.5,1334.36,No
CUST-05454,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.47,1394.2,No
CUST-05455,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),120.0,1078.64,Yes
CUST-05456,Male,0,No,Yes,18,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Bank transfer (automatic),26.57,474.09,No
CUST-05457,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,78.59,552.74,No
CUST-05458,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.07,786.96,No
CUST-05459,Female,0,No,Yes,67,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,67.37,4513.99,No
CUST-05460,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),87.15,2528.56,No
CUST-05461,Female,1,No,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,81.46,1718.78,Yes
CUST-05462,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,120.0,2764.89,Yes
CUST-05463,Female,0,No,Yes,25,No,No phone service,No,No ,No ,No ,No ,No ,No ,One year,No,Bank transfer (automatic),21.81,540.36,No
CUST-05464,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),92.02,2768.67,No
CUST-05465,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.18,1761.04,No
CUST-05466,Female,1,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.0,1373.43,No
CUST-05467,Male,0,No,No,20,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.17,1550.62,No
CUST-05468,Male,0,Yes,No,23,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Bank transfer (automatic),36.35,839.23,No
CUST-05469,Female,0,No,Yes,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.03,1690.56,No
CUST-05470,Male,0,Yes,Yes,40,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Bank transfer (automatic),33.79,1350.92,No
CUST-05471,Female,0,No,Yes,19,No,No phone service,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Electronic check,28.24,529.42,Yes
CUST-05472,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),65.13,1498.82,No
CUST-05473,Female,0,Yes,No,20,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Electronic check,42.36,848.58,No
CUST-05474,Male,0,No,Yes,5,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Mailed check,19.4,90.65,No
CUST-05475,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.09,395.26,No
CUST-05476,Female,0,No,No,10,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Electronic check,22.15,224.16,Yes
CUST-05477,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),98.18,1770.92,No
CUST-05478,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.12,1980.51,Yes
CUST-05479,Male,0,No,No,9,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.21,758.4,Yes
CUST-05480,Female,1,No,No,8,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Electronic check,29.14,243.14,No
CUST-05481,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,93.63,751.09,No
CUST-05482,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),55.14,1217.13,No
CUST-05483,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,841.53,No
CUST-05484,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),107.62,4628.09,No
CUST-05485,Female,0,No,Yes,14,No,No phone service,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Mailed check,22.7,316.2,No
CUST-05486,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.59,1617.98,No
CUST-05487,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),112.83,3150.56,No
CUST-05488,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,82.9,4893.49,Yes
CUST-05489,Female,1,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),120.0,2412.61,Yes
CUST-05490,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),108.25,328.96,No
CUST-05491,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.5,712.89,No
CUST-05492,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.5,839.55,Yes
CUST-05493,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,56.78,2783.69,No
CUST-05494,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.0,5166.39,No
CUST-05495,Female,1,Yes,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),45.77,913.29,No
CUST-05496,Male,1,No,No,21,No,No phone service,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Credit card (automatic),29.4,606.32,No
CUST-05497,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),120.0,4199.28,Yes
CUST-05498,Male,0,No,No,31,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.13,2791.81,No
CUST-05499,Female,0,Yes,No,66,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Electronic check,18.29,1204.09,No
CUST-05500,Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),46.61,1120.35,No
CUST-05501,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.94,584.71,No
CUST-05502,Male,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,65.92,989.21,No
CUST-05503,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.99,1959.92,No
CUST-05504,Female,0,No,Yes,35,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,45.71,1598.1,No
CUST-05505,Female,0,No,No,15,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Electronic check,43.95,654.53,No
CUST-05506,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),109.48,2745.22,No
CUST-05507,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.49,374.29,Yes
CUST-05508,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),99.17,1381.21,No
CUST-05509,Female,0,No,No,1,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,Yes,Bank transfer (automatic),28.81,33.06,No
CUST-05510,Female,0,Yes,No,52,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,No,Electronic check,26.65,1379.95,No
CUST-05511,Male,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,73.46,1464.95,No
CUST-05512,Female,0,Yes,No,2,Yes,No,No,No ,No ,No ,No ,No ,No ,Month-to-month,No,Electronic check,20.93,36.2,Yes
CUST-05513,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.33,1115.17,Yes
CUST-05514,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),120.0,2878.38,Yes
CUST-05515,Female,1,No,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),112.64,1461.59,Yes
CUST-05516,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.68,1377.79,Yes
CUST-05517,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),83.98,4108.74,Yes
CUST-05518,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,98.21,1865.27,No
CUST-05519,Female,0,No,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.7,1701.66,No
CUST-05520,Female,1,No,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.7,1101.94,No
CUST-05521,Male,1,No,Yes,43,Yes,No,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Mailed check,28.03,1214.12,No
CUST-05522,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.3,2166.07,No
CUST-05523,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.26,1240.6,No
CUST-05524,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,28.34,965.46,Yes
CUST-05525,Female,1,Yes,Yes,52,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),83.68,4349.21,Yes
CUST-05526,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.3,672.2,No
CUST-05527,Female,1,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),108.95,3924.39,No
CUST-05528,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),50.27,1102.46,No
CUST-05529,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),94.12,4605.62,No
CUST-05530,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.78,816.1,Yes
CUST-05531,Female,0,No,No,20,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,78.64,1571.12,No
CUST-05532,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,107.25,755.16,No
CUST-05533,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),97.14,6994.94,No
CUST-05534,Male,0,Yes,No,45,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Two year,Yes,Credit card (automatic),31.03,1401.08,No
CUST-05535,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,98.55,1668.71,No
CUST-05536,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.83,584.29,Yes
CUST-05537,Male,0,No,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,56.43,1576.04,No
CUST-05538,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,107.6,2906.12,No
CUST-05539,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,85.53,1962.06,Yes
CUST-05540,Female,1,Yes,No,71,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,68.84,4895.33,No
CUST-05541,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,109.64,1865.84,Yes
CUST-05542,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.96,357.44,Yes
CUST-05543,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,32.98,820.82,No
CUST-05544,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,118.99,1190.44,Yes
CUST-05545,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),85.3,4006.73,No
CUST-05546,Female,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.39,1796.13,Yes
CUST-05547,Male,0,No,No,49,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),74.76,3664.73,No
CUST-05548,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.69,1779.7,No
CUST-05549,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),112.4,5059.45,No
CUST-05550,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,74.61,2385.47,No
